,starters,subGroup
16205,It can be quite,lgbtq_3
16206,And it can be,lgbtq_3
16207,The truth is that,lgbtq_3
16208,It may help to,lgbtq_3
16209,What kind of person,lgbtq_3
16210,If you look for,lgbtq_3
16211,At least you would,lgbtq_3
16212,Another idea is to,lgbtq_3
16213,Preferrably one who has,lgbtq_3
16214,Be well and be,lgbtq_3
16215,Robin    J. Landwehr,lgbtq_3
16216,Use this time to,lgbtq_3
16217,What scenario do you,lgbtq_3
16218,  What is important,lgbtq_3
16219,My message to you,lgbtq_3
16220,It does n't sound,lgbtq_3
16221,  It could mean,lgbtq_3
16222,  I would suggest,lgbtq_3
16223,"Hi , and thanks",lgbtq_3
16224,I agree with my,lgbtq_3
16225,One is that people,lgbtq_3
16226,There are variations of,lgbtq_3
16227,Some people who are,lgbtq_3
16228,"Also , once you",lgbtq_3
16229,Our society usually thinks,lgbtq_3
16230,There is a good,lgbtq_3
16231,"Finally , labels are",lgbtq_3
16232,Try not to feel,lgbtq_3
16233,This is your journey,lgbtq_3
16234,Take all the time,lgbtq_3
16235,  You may never,lgbtq_3
16236,Hope this helps .,lgbtq_3
16237,"Robin J. Landwehr ,",lgbtq_3
16238,"No , it does",lgbtq_3
16239,  Your sexual preference,lgbtq_3
16240,  If you find,lgbtq_3
16241,But you did not,lgbtq_3
16242,  Hope this helps,lgbtq_3
16243,It can be difficult,lgbtq_3
16244,I work with clients,lgbtq_3
16245,This can involve how,lgbtq_3
16246,I strongly recommend speaking,lgbtq_3
16247,"Hello , and thank",lgbtq_3
16248,I am so glad,lgbtq_3
16249,I know that the,lgbtq_3
16250,You may already know,lgbtq_3
16251,The website www.letsqueerthingsup.com is,lgbtq_3
16252,His name is Sam,lgbtq_3
16253,He writes about mental,lgbtq_3
16254,I know he has,lgbtq_3
16255,You may want to,lgbtq_3
16256,The website www.everydayfeminism.com employs,lgbtq_3
16257,If you search for,lgbtq_3
16258,It may be a,lgbtq_3
16259,I am not sure,lgbtq_3
16260,"So , if you",lgbtq_3
16261,"In addition , feel",lgbtq_3
16262,An ethical counselor would,lgbtq_3
16263,If there are some,lgbtq_3
16264,Gaining more support from,lgbtq_3
16265,Sometimes LGBTQ - friendly,lgbtq_3
16266,"Finally , I know",lgbtq_3
16267,If this ever happens,lgbtq_3
16268,It 's free  ,lgbtq_3
16269,Visit their site at,lgbtq_3
16270,I hope some of,lgbtq_3
16271,Feel free to send,lgbtq_3
16272,Be well .... be,lgbtq_3
16273,This is a difficult,lgbtq_3
16274,    I do n't,lgbtq_3
16275,   One idea is,lgbtq_3
16276,"""    Most therapists",lgbtq_3
16277,   Though I do,lgbtq_3
16278,   You can let,lgbtq_3
16279,   Work to find,lgbtq_3
16280,   You can also,lgbtq_3
16281,Therapists can help you,lgbtq_3
16282,Depending on your family,lgbtq_3
16283,   Your parents may,lgbtq_3
16284,   Usually when parents,lgbtq_3
16285,Reframing is a tool,lgbtq_3
16286,It 's kind of,lgbtq_3
16287,   Keep in mind,lgbtq_3
16288,   If you are,lgbtq_3
16289,Keep the idea in,lgbtq_3
16290,If you start to,lgbtq_3
16291,   If you can,lgbtq_3
16292,   Work to find,lgbtq_3
16293,Making new friends online,lgbtq_3
16294,"Another idea , if",lgbtq_3
16295,   You can also,lgbtq_3
16296,Trevor Project : http://www.thetrevorproject.org/There,lgbtq_3
16297,you are an adult,lgbtq_3
16298,   Are there ways,lgbtq_3
16299,   Can you focus,lgbtq_3
16300,   Are you a,lgbtq_3
16301,   Can you write,lgbtq_3
16302,   Can you do,lgbtq_3
16303,   You can not,lgbtq_3
16304,That work is something,lgbtq_3
16305,   Good luck to,lgbtq_3
16306,I am so glad,lgbtq_3
16307,  Sounds like you,lgbtq_3
16308,  I think it,lgbtq_3
16309,  Sometimes physical dysphoria,lgbtq_3
16310,  Sometimes online support,lgbtq_3
16311,  Some of my,lgbtq_3
16312,  I recommend stopping,lgbtq_3
16313,There are some awesome,lgbtq_3
16314,  I hope this,lgbtq_3
16315,  Do n't forget,lgbtq_3
16316,Best of luck !,lgbtq_3
16317,  Thank you for,lgbtq_3
16318,  Exploring your sexual,lgbtq_3
16319,  I would be,lgbtq_3
16345,Being open minded about,lgbtq_3
16346,Having questions is a,lgbtq_3
16347,Write one or two,lgbtq_3
16348,"Hi Brentwood , While",lgbtq_3
16349,All you have to,lgbtq_3
16350,The people who love,lgbtq_3
16351,You can resist the,lgbtq_3
16352,We are attracted to,lgbtq_3
16353,I love how open,lgbtq_3
16354,Keep on that track,lgbtq_3
16355,"Hello Frostproof , Thinking",lgbtq_3
16356,This is a topic,lgbtq_3
16357,From what you have,lgbtq_3
16358,  While labels provide,lgbtq_3
16359,  Instead of focusing,lgbtq_3
16360,  There are many,lgbtq_3
16361,  You can try,lgbtq_3
16362,   Here is some,lgbtq_3
16363,  Yin Yang Woman,lgbtq_3
16364,I understand that gender,lgbtq_3
16365,I am unsure how,lgbtq_3
16366,If you are a,lgbtq_3
16367,I hope that you,lgbtq_3
16368,A lot of people,lgbtq_3
16369,Because then you may,lgbtq_3
16370,I urge you not,lgbtq_3
16371,By this I mean,lgbtq_3
16372,Anything permanent like surgery,lgbtq_3
16373,Please find a therapist,lgbtq_3
16374,Of course there are,lgbtq_3
16375,Many people decide to,lgbtq_3
16376,Maybe experimenting in this,lgbtq_3
16377,See if you have,lgbtq_3
16378,PFLAG stands for Parents,lgbtq_3
16379,They are able to,lgbtq_3
16380,  I wish you,lgbtq_3
16381,It would be very,lgbtq_3
16382,Find a professional that,lgbtq_3
16383,Gender is personal thing,lgbtq_3
16384,  There is not,lgbtq_3
16385,It is ok to,lgbtq_3
16386,  It is also,lgbtq_3
16387,  Have fun with,lgbtq_3
16388,  What is right,lgbtq_3
16389,One way to concentrate,behavioral-change_4
16390,Start with short time,behavioral-change_4
16391,  You 'll more,behavioral-change_4
16392,Once you start seeing,behavioral-change_4
16393,The task of self,behavioral-change_4
16394,"Also , before starting",behavioral-change_4
16395,"If there is ,",behavioral-change_4
16396,Before someone can engage,behavioral-change_4
16397,I 've talked to,behavioral-change_4
16398,The question I always,behavioral-change_4
16399,Many teens answer they,behavioral-change_4
16400,As uncomfortable as it,behavioral-change_4
16401,What are you getting,behavioral-change_4
16402,A good family counselor,behavioral-change_4
16403,When you say you,behavioral-change_4
16404,   If that 's,behavioral-change_4
16405,   Sometimes just knowing,behavioral-change_4
16406,   That could be,behavioral-change_4
16407,If you are sneaking,behavioral-change_4
16408,   Maybe you can,behavioral-change_4
16409,There is likely a,behavioral-change_4
16410,   No one changes,behavioral-change_4
16411,"Hi , When we",behavioral-change_4
16412,Usually we are getting,behavioral-change_4
16413,It is really hard,behavioral-change_4
16414,I hope this helps,behavioral-change_4
16415,Hi ... let 's,behavioral-change_4
16416,  Are you arguing,behavioral-change_4
16417,Do you feel misunderstood,behavioral-change_4
16418,What are you doing,behavioral-change_4
16419,Where are you going,behavioral-change_4
16420,Are people in your,behavioral-change_4
16421,Do you feel safer,behavioral-change_4
16422,"Most importantly , reflect",behavioral-change_4
16423,  Talk to someone,behavioral-change_4
16424,This is not totally,behavioral-change_4
16425,That can not be,behavioral-change_4
16426,Try to find a,behavioral-change_4
16427,You 're not alone,behavioral-change_4
16428,Where do you go,behavioral-change_4
16429,"If for example ,",behavioral-change_4
16430,If you sneak out,behavioral-change_4
16431,"Also , I wonder",behavioral-change_4
16432,  Do you feel,behavioral-change_4
16433,Counseling can be very,behavioral-change_4
16434,"In particularly , a",behavioral-change_4
16435,"What this is ,",behavioral-change_4
16436,Research has shown that,behavioral-change_4
16437,"Possibly yes , and",behavioral-change_4
16438,First read about different,behavioral-change_4
16439,Mood swings and getting,behavioral-change_3
16440,"Sometimes , we get",behavioral-change_3
16441,"This said , you",behavioral-change_3
16442,If this is getting,behavioral-change_3
16443,While for most people,behavioral-change_3
16444,Wish you well !,behavioral-change_3
16445,Why do you blame,behavioral-change_3
16446,This way you can,behavioral-change_3
16447,Teenagers are prone to,behavioral-change_3
16448,You are not at,behavioral-change_3
16449,You've taken the first,behavioral-change_3
16450,The more you are,behavioral-change_3
16451,Your question offers several,behavioral-change_3
16452,Since you are aware,behavioral-change_3
16453,When you practice thinking,behavioral-change_3
16454,Hearing voices can be,behavioral-change_4
16455,I want you to,behavioral-change_4
16456,"Oftentimes , significant stress",behavioral-change_4
16457,There also mental and,behavioral-change_4
16458,I strongly encourage you,behavioral-change_4
16459,I Once you 've,behavioral-change_4
16460,"In the meantime ,",behavioral-change_4
16461,Lower your stress levels,behavioral-change_4
16462,What can you do,behavioral-change_4
16463,Get enough Sleep :,behavioral-change_4
16464,Listen to Music ;,behavioral-change_4
16465,Wear headphone or Earplugs5,behavioral-change_4
16466,Use Your Own Voice,behavioral-change_4
16467,"However , you cn",behavioral-change_4
16468,Remind Yourself that What,behavioral-change_4
16469,Draw the Voice or,behavioral-change_4
16470,Keep Track of When,behavioral-change_4
16471,Be Kind to Yourself,behavioral-change_4
16472,Remember that while hearing,behavioral-change_4
16473,I would recommend that,behavioral-change_4
16474,I do n't know,behavioral-change_4
16475,If the voices are,behavioral-change_4
16476,One thing that may,behavioral-change_4
16477,"For example , take",behavioral-change_4
16478,You can also try,behavioral-change_4
16479,These ideas may help,behavioral-change_4
16480,Thanks for reaching out,behavioral-change_4
16481,Voices and dreams could,behavioral-change_4
16482,  Many times when,behavioral-change_4
16483,It is helpful to,behavioral-change_4
16484,"   Also , I",behavioral-change_4
16485,    ¿ Cómo puedo,behavioral-change_4
16486,las últimas cuatro semanas,behavioral-change_4
16487,y escuchando voces que,behavioral-change_4
16488,   No son voces,behavioral-change_4
16489,Las voces y los,behavioral-change_4
16490,   Muchas veces estos,behavioral-change_4
